ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,time,hour,dayofweek,month,EU
0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,0.770774344,0.99002354,20/03/2018 12:00,12,1,3,0.3728197866559792
0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.754031762,0.962896536,20/03/2018 13:00,13,1,3,0.382435894988069
0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.8565,0.732734211,0.949146209,20/03/2018 14:00,14,1,3,0.3854696621517561
0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.727440601,0.943541456,20/03/2018 15:00,15,1,3,0.3952796240350323
0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.760802659,0.88043194,20/03/2018 16:00,16,1,3,0.4049197808765665
0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.810291764,0.871464335,20/03/2018 17:00,17,1,3,0.4318135990189445
0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.8815,0.831835529,0.945745993,20/03/2018 18:00,18,1,3,0.4394134195452007
0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.824941524,0.955535628,20/03/2018 19:00,19,1,3,0.4214019529608604
0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.8735,0.788748,0.994245787,20/03/2018 20:00,20,1,3,0.393314420632027
0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.753785547,0.992676456,20/03/2018 21:00,21,1,3,0.3697777346268069
0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.737412286,0.946381198,20/03/2018 22:00,22,1,3,0.3593018588553035
0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.71192909,0.814893697,20/03/2018 23:00,23,1,3,0.3435988839706456
0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.69641758,0.795202332,21/03/2018 00:00,0,2,3,0.3270701214141081
0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.679798104,0.833090461,21/03/2018 01:00,1,2,3,0.3206266553079973
0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.681890927,0.858498674,21/03/2018 02:00,2,2,3,0.3223494616195161
0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.678443925,0.87060494,21/03/2018 03:00,3,2,3,0.3280930888458622
0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.7815,0.690508433,0.874901917,21/03/2018 04:00,4,2,3,0.3362938470984254
0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.745291149,0.863804506,21/03/2018 05:00,5,2,3,0.3654679771962339
0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.793672289,0.892201921,21/03/2018 06:00,6,2,3,0.3944508672052277
0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.8385,0.802166687,0.922953331,21/03/2018 07:00,7,2,3,0.4037450564958514
0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8275,0.8006894,0.952098046,21/03/2018 08:00,8,2,3,0.3988584075398415
0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.7755,0.793302967,0.953555282,21/03/2018 09:00,9,2,3,0.3926596136525676
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.777791456,0.947277958,21/03/2018 10:00,10,2,3,0.3821278714724938
0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.802,0.763387911,0.95131338,21/03/2018 11:00,11,2,3,0.3654055386283324
0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.745168041,0.939468669,21/03/2018 12:00,12,2,3,0.3638709703003074
0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.718946202,0.936404738,21/03/2018 13:00,13,2,3,0.3668961677076582
0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.797,0.689769789,0.932892426,21/03/2018 14:00,14,2,3,0.3734747463112906
0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.708482088,0.918656354,21/03/2018 15:00,15,2,3,0.380135009089361
0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.8115,0.738520251,0.893434966,21/03/2018 16:00,16,2,3,0.3985118229469602
0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.763511018,0.926054628,21/03/2018 17:00,17,2,3,0.4155962750067508
0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.800196972,0.958636924,21/03/2018 18:00,18,2,3,0.4193575643557194
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.784439247,0.978104099,21/03/2018 19:00,19,2,3,0.4007092656761707
0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.767081128,0.937152038,21/03/2018 20:00,20,2,3,0.3722966310003203
0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.734950142,0.948286814,21/03/2018 21:00,21,2,3,0.3618159977691002
0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.708728302,0.948809924,21/03/2018 22:00,22,2,3,0.3489678122054964
0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.8295,0.689400468,0.782722415,21/03/2018 23:00,23,2,3,0.334144570395918
0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.679921211,0.716100587,22/03/2018 00:00,0,3,3,0.3196991931781116
0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.8055,0.667487382,0.686656952,22/03/2018 01:00,1,3,3,0.3138496592476703
0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.8075,0.658869876,0.682434705,22/03/2018 02:00,2,3,3,0.3126641686691992
0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.651729657,0.721032769,22/03/2018 03:00,3,3,3,0.3154042541577684
0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.8045,0.663055521,0.734484176,22/03/2018 04:00,4,3,3,0.3254680252187543
0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.735565678,0.827112058,22/03/2018 05:00,5,3,3,0.346945169539903
0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.761418195,0.84194597,22/03/2018 06:00,6,3,3,0.3736293750348551
0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.763264804,0.849082689,22/03/2018 07:00,7,3,3,0.3927669515808261
0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.770651237,0.902589396,22/03/2018 08:00,8,3,3,0.3855539042486069
0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.8515,0.764372769,0.881291335,22/03/2018 09:00,9,3,3,0.3745340566976242
0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.757971193,0.873071031,22/03/2018 10:00,10,3,3,0.3706161034642624
0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.8445,0.751200295,0.870343385,22/03/2018 11:00,11,3,3,0.3682815392011851
0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.730272067,0.862608826,22/03/2018 12:00,12,3,3,0.3698727409820103
0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.711313554,0.865224377,22/03/2018 13:00,13,3,3,0.3743678350027181
0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.697894866,0.884691552,22/03/2018 14:00,14,3,3,0.3815662877580041
0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.699002831,0.89123043,22/03/2018 15:00,15,3,3,0.3907915194802033
0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.8065,0.736919857,0.86115159,22/03/2018 16:00,16,3,3,0.4034182132418817
0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.7785,0.767696664,0.857228263,22/03/2018 17:00,17,3,3,0.4224615079225565
0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.7905,0.794780254,0.883720061,22/03/2018 18:00,18,3,3,0.4266348659963638
0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.778653207,0.881963905,22/03/2018 19:00,19,3,3,0.4076099532186154
0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.734950142,0.87172589,22/03/2018 20:00,20,3,3,0.3861410902239044
0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.709959375,0.873780966,22/03/2018 21:00,21,3,3,0.3678893237591817
0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.688292503,0.82139521,22/03/2018 22:00,22,3,3,0.3558375275011307
0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,0.660716484,0.736315062,22/03/2018 23:00,23,3,3,0.335168198275243
0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.7945,0.625877139,0.674924336,23/03/2018 00:00,0,4,3,0.3224174089353554
0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.623907423,0.629301648,23/03/2018 01:00,1,4,3,0.3135420176589907
0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.622060815,0.687366887,23/03/2018 02:00,2,4,3,0.3080739172227879
0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.7965,0.619229349,0.645555431,23/03/2018 03:00,3,4,3,0.3108192065306319
0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.619352456,0.728617868,23/03/2018 04:00,4,4,3,0.3267753002046869
0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.7795,0.70306537,0.749766469,23/03/2018 05:00,5,4,3,0.3554708762907793
0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.8005,0.759202265,0.769271008,23/03/2018 06:00,6,4,3,0.384732304133555
0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.774590668,0.830549639,23/03/2018 07:00,7,4,3,0.4028532959357622
0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.771143666,0.879684639,23/03/2018 08:00,8,4,3,0.4060079073375133
0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.8505,0.758463622,0.878638419,23/03/2018 09:00,9,4,3,0.4032064384905303
0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.8435,0.746152899,0.877816388,23/03/2018 10:00,10,4,3,0.3894507777773373
0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.736673643,0.903822441,23/03/2018 11:00,11,4,3,0.3836707722286876
0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.717592023,0.899039719,23/03/2018 12:00,12,4,3,0.3736524837463784
0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.8265,0.705035086,0.901244255,23/03/2018 13:00,13,4,3,0.3740679108824886
0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.704788871,0.914135187,23/03/2018 14:00,14,4,3,0.3749572813349428
0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.8195,0.717468915,0.895303217,23/03/2018 15:00,15,4,3,0.3839281896307975
0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.752185153,0.869895004,23/03/2018 16:00,16,4,3,0.3929922485115102
0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.8335,0.773482703,0.82102156,23/03/2018 17:00,17,4,3,0.4137580780178068
0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.8415,0.784808568,0.864252886,23/03/2018 18:00,18,4,3,0.4164354372037775
0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.776560384,0.890146845,23/03/2018 19:00,19,4,3,0.397862081590237
0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.737781608,0.820386354,23/03/2018 20:00,20,4,3,0.3752300377661346
0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.726455743,0.827298883,23/03/2018 21:00,21,4,3,0.3535357395479194
0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.705404407,0.768934723,23/03/2018 22:00,22,4,3,0.3380194634094878
0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.682260249,0.60482756,23/03/2018 23:00,23,4,3,0.320361138618261
0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.838,0.665148344,0.572058439,24/03/2018 00:00,0,5,3,0.3080410649168536
0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.7655,0.660347162,0.459029257,24/03/2018 01:00,1,5,3,0.3017955497482617
0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.772,0.597808691,0.442140268,24/03/2018 02:00,2,5,3,0.2982080320467042
