Node	Generator	Period	genInvCap
ES425	GasOCGT	1	2.248918210371648e-07
ES425	GasOCGT	2	5.297759267771401e-07
ES425	Hydroregulated	1	1.9848789634124842e-07
ES425	Hydroregulated	2	4.192358568422533e-08
ES425	Hydrorun-of-the-river	1	0.0
ES425	Hydrorun-of-the-river	2	0.0
ES425	Lignite	1	8.286768986649167e-06
ES425	Lignite	2	3.8001081269826555e-06
ES425	Solar	1	4.903367880615406e-07
ES425	Solar	2	2.162192537505609e-07
ES425	Waste	1	6.513196358143321e-05
ES425	Waste	2	4.233446328161447e-08
ES425	Windonshore	1	3.2372832947658026e-07
ES425	Windonshore	2	7.444658078779791e-07
ES431	BioCCS	1	0.0
ES431	BioCCS	2	0.0
ES431	CoalCCS	1	0.0
ES431	CoalCCS	2	0.0
ES431	GasCCS	1	0.0
ES431	GasCCS	2	0.0
ES431	GasOCGT	1	4.2447546562923125e-07
ES431	GasOCGT	2	6.095848455787016e-07
ES431	Hydroregulated	1	1.3975082424622087e-07
ES431	Hydroregulated	2	27.43210394023244
ES431	Hydrorun-of-the-river	1	0.0
ES431	Hydrorun-of-the-river	2	0.0
ES431	Lignite	1	8.316858834820662e-06
ES431	Lignite	2	3.7906572523650262e-06
ES431	Solar	1	2.0555262381094508e-07
ES431	Solar	2	3.7250526214404983e-06
ES431	Waste	1	6.737693057411787e-05
ES431	Waste	2	4.1911845537932e-08
ES431	Windonshore	1	9.798966971175105e-09
ES431	Windonshore	2	3.9264055401024994e-07
ES432	BioCCS	1	0.0
ES432	BioCCS	2	0.0
ES432	CoalCCS	1	0.0
ES432	CoalCCS	2	0.0
ES432	GasCCS	1	0.0
ES432	GasCCS	2	0.0
ES432	GasOCGT	1	5.51524238444462e-07
ES432	GasOCGT	2	1.1374037863178812e-06
ES432	Hydroregulated	1	2.1983396436553448e-07
ES432	Hydroregulated	2	6.6197395733182235e-09
ES432	Hydrorun-of-the-river	1	0.0
ES432	Hydrorun-of-the-river	2	0.0
ES432	Lignite	1	8.27923887458466e-06
ES432	Lignite	2	3.7799110863886176e-06
ES432	Nuclear	1	8.23028872281011e-07
