ES111,ES112,ES113,ES120,ES213,ES241,ES243,ES413,ES415,ES419,ES425,ES431,ES432,ES512,ES513,ES514,ES523,ES617,FR,PT,time,EU
64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,64.38888888888889,1360.0,293.5,12/02/2017 09:00,29075.31
86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,86.44444444444444,1407.0,353.7,12/02/2017 10:00,28834.104999999992
76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,76.55555555555556,1888.0,339.1,12/02/2017 11:00,27098.584999999995
75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,75.77777777777777,1329.0,246.1,12/02/2017 12:00,25926.42
65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,65.33333333333333,1292.0,127.4,12/02/2017 13:00,26293.660000000003
47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,47.166666666666664,1186.0,186.5,12/02/2017 14:00,27001.305
59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,59.61111111111111,847.0,188.1,12/02/2017 15:00,29453.755
69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,69.72222222222221,926.0,233.6,12/02/2017 16:00,32950.545000000006
112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,112.22222222222221,1413.0,333.8,12/02/2017 17:00,34440.705
160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,160.16666666666666,1972.0,365.5,12/02/2017 18:00,33828.094999999994
132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,132.77777777777777,1520.0,309.3,12/02/2017 19:00,31663.890000000003
133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,133.88888888888889,1588.0,359.1,12/02/2017 20:00,28829.83
122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,122.77777777777777,1589.0,308.9,12/02/2017 21:00,26479.740000000005
119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,119.22222222222221,1187.0,301.3,12/02/2017 22:00,23120.14
84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,84.88888888888889,1075.0,207.2,12/02/2017 23:00,20803.2
64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,64.66666666666666,445.0,180.8,13/02/2017 00:00,19989.28
48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,48.27777777777778,388.0,239.8,13/02/2017 01:00,20069.785
45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,45.388888888888886,299.0,182.5,13/02/2017 02:00,20221.59
56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,56.05555555555555,180.0,237.2,13/02/2017 03:00,21580.36
50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,475.0,255.7,13/02/2017 04:00,25647.06
73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,73.27777777777777,1299.0,198.4,13/02/2017 05:00,33169.52
