Timestep,Hydro|Reservoir_FR_0,Hydro|Reservoir_ES_0,Hydro|Pumped Storage_ES_0,Hydro|Pumped Storage_FR_0,Battery|Lithium-Ion_FR_0,Battery|Lithium-Ion_PT_0
2054,3.563609532749634e6,587957.7952124955,0.0,0.0,0.0,0.0
2055,3.564314532749634e6,589200.5523587265,0.0,0.0,0.0,0.0
2056,3.565019532749634e6,590443.3095049575,0.0,0.0,0.0,0.0
2057,3.563562420417592e6,586792.8794511576,0.0,0.0,0.0,0.0
2058,3.5621053080855506e6,583142.4493973578,0.0,0.0,0.0,0.0
2059,3.561677693823142e6,577444.2365435888,0.0,0.0,0.0,0.0
2060,3.561250079560733e6,571746.0236898197,0.0,0.0,0.0,0.0
2061,3.5616752869959334e6,566047.8108360507,0.0,0.0,0.0,0.0
2062,3.5621004944311343e6,560349.5979822817,0.0,0.0,0.0,0.0
2063,3.5637374944311343e6,554651.3851285127,0.0,0.0,0.0,0.0
2064,3.5653744944311343e6,548953.1722747437,0.0,0.0,0.0,0.0
2065,3.5659954944311343e6,543254.9594209746,0.0,0.0,0.0,0.0
2066,3.5666164944311343e6,537556.7465672056,0.0,0.0,0.0,0.0
2067,3.5671434944311343e6,531858.5337134367,0.0,0.0,0.0,0.0
2068,3.5676704944311343e6,526160.3208596676,0.0,0.0,0.0,0.0
2069,3.5685069944311343e6,520462.1080058986,0.0,0.0,0.0,0.0
2070,3.5693434944311343e6,514763.8951521296,0.0,0.0,0.0,0.0
2071,3.5708729944311343e6,509065.68229836057,0.0,0.0,0.0,0.0
2072,3.5724024944311343e6,503367.46944459155,0.0,0.0,0.0,0.0
2073,3.5735754944311343e6,497674.16332576436,0.0,0.0,0.0,0.0
2074,3.5747484944311343e6,491980.8572069371,0.0,0.0,0.0,0.0
2075,3.5756719944311343e6,492928.0053214456,0.0,0.0,0.0,0.0
2076,3.5765954944311343e6,493875.15343595407,0.0,0.0,0.0,0.0
2077,3.5770324944311343e6,495117.910582185,0.0,0.0,0.0,0.0
2078,3.5774694944311343e6,496360.66772841604,0.0,0.0,0.0,0.0
2079,3.5780794944311343e6,497603.42487464705,0.0,0.0,0.0,0.0
2080,3.5786894944311343e6,498846.182020878,0.0,0.0,0.0,0.0
2081,3.5806589944311343e6,493609.8001523075,0.0,0.0,0.0,0.0
2082,3.5826284944311343e6,488373.4182837369,0.0,0.0,0.0,0.0
2083,3.5849514944311343e6,482675.2054299679,0.0,0.0,0.0,0.0
2084,3.5872744944311343e6,476976.9925761989,0.0,0.0,0.0,0.0
2085,3.5891909944311343e6,471278.77972242987,0.0,0.0,0.0,0.0
2086,3.5911074944311343e6,465580.56686866086,0.0,0.0,0.0,0.0
2087,3.5920344944311343e6,459882.35401489184,0.0,0.0,0.0,0.0
2088,3.5929614944311343e6,454184.1411611228,0.0,0.0,0.0,0.0
2089,3.5931639944311343e6,448485.9283073538,0.0,0.0,0.0,0.0
2090,3.5933664944311343e6,442787.7154535848,0.0,0.0,0.0,0.0
2091,3.5935024944311343e6,437089.5025998158,0.0,0.0,0.0,0.0
2092,3.5936384944311343e6,431391.28974604676,0.0,0.0,0.0,0.0
2093,3.5938509944311343e6,425935.75257349655,0.0,0.0,0.0,0.0
2094,3.5940634944311343e6,420480.2154009464,0.0,0.0,0.0,0.0
2095,3.5945104944311343e6,414782.00254717737,0.0,0.0,0.0,0.0
2096,3.5949574944311343e6,409083.7896934084,0.0,0.0,0.0,0.0
2097,3.5958594944311343e6,406670.1309054372,0.0,0.0,0.0,0.0
2098,3.5967614944311343e6,404256.47211746604,0.0,0.0,0.0,0.0
2099,3.5973389944311343e6,405499.22926369705,0.0,0.0,0.0,0.0
2100,3.5979164944311343e6,406741.986409928,0.0,0.0,0.0,0.0
2101,3.5981969944311343e6,407984.74355615897,0.0,0.0,0.0,0.0
2102,3.5984774944311343e6,409227.50070239,0.0,0.0,0.0,0.0
2103,3.5988814944311343e6,410470.257848621,0.0,0.0,0.0,0.0
2104,3.5992854944311343e6,411713.01499485195,0.0,0.0,0.0,0.0
2105,3.599642747215567e6,411812.0145910358,0.0,0.0,0.0,0.0
2106,3.6e6,411911.0141872196,0.0,0.0,0.0,0.0
2107,3.6e6,406212.8013334506,0.0,0.0,0.0,0.0
2108,3.6e6,400514.58847968164,0.0,0.0,0.0,0.0
2109,3.6e6,394816.3756259126,0.0,0.0,0.0,0.0
2110,3.6e6,389118.1627721436,0.0,0.0,0.0,0.0
2111,3.6e6,383419.9499183746,0.0,0.0,0.0,0.0
2112,3.6e6,377721.7370646056,0.0,0.0,0.0,0.0
2113,3.6e6,372023.52421083656,0.0,0.0,0.0,0.0
2114,3.6e6,366325.31135706755,0.0,0.0,0.0,0.0
2115,3.6e6,362377.0307690364,0.0,0.0,0.0,0.0
2116,3.6e6,358428.7501810052,0.0,0.0,0.0,0.0
2117,3.6e6,356276.77271020046,0.0,0.0,0.0,0.0
2118,3.6e6,354124.7952393957,0.0,0.0,0.0,0.0
2119,3.5980421095778346e6,350667.597490281,0.0,0.0,0.0,0.0
2120,3.5960842191556697e6,347210.3997411662,0.0,0.0,0.0,0.0
2121,3.5964131095778346e6,345948.01845171757,0.0,0.0,0.0,0.0
2122,3.596742e6,344685.6371622689,0.0,0.0,0.0,0.0
2123,3.597322e6,345928.3943084999,0.0,0.0,0.0,0.0
2124,3.597902e6,347171.1514547309,0.0,0.0,0.0,0.0
2125,3.598427e6,348413.9086009619,0.0,0.0,0.0,0.0
2126,3.598952e6,349656.66574719286,0.0,0.0,0.0,0.0
2127,3.599476e6,350899.4228934238,0.0,0.0,0.0,0.0
2128,3.6e6,352142.18003965484,0.0,0.0,0.0,0.0
2129,3.5933821459583314e6,348744.8165539644,0.0,0.0,0.0,0.0
2130,3.5867642919166624e6,345347.4530682739,0.0,0.0,0.0,0.0
2131,3.5886447919166624e6,339649.2402145049,0.0,0.0,0.0,0.0
2132,3.5905252919166624e6,333951.0273607359,0.0,0.0,0.0,0.0
2133,3.5916937919166624e6,328252.8145069669,0.0,0.0,0.0,0.0
2134,3.5928622919166624e6,322554.6016531979,0.0,0.0,0.0,0.0
2135,3.5938267919166624e6,316856.3887994289,0.0,0.0,0.0,0.0
2136,3.5947912919166624e6,311158.17594565987,0.0,0.0,0.0,0.0
2137,3.5954727919166624e6,305459.96309189085,0.0,0.0,0.0,0.0
2138,3.5961542919166624e6,299761.75023812184,0.0,0.0,0.0,0.0
2139,3.5965217919166624e6,294063.5373843528,0.0,0.0,0.0,0.0
2140,3.5968892919166624e6,288365.3245305838,0.0,0.0,0.0,0.0
2141,3.589518451916662e6,283216.93312357063,0.0,0.0,0.0,0.0
2142,3.582147611916662e6,278068.5417165574,0.0,0.0,0.0,0.0
2143,3.581504463312034e6,273238.35922268743,0.0,0.0,0.0,0.0
2144,3.580861314707406e6,268408.1767288175,0.0,0.0,0.0,0.0
2145,3.582163314707406e6,268365.03235511435,0.0,0.0,0.0,0.0
2146,3.583465314707406e6,268321.8879814112,0.0,0.0,0.0,0.0
2147,3.584243314707406e6,269564.6451276422,0.0,0.0,0.0,0.0
2148,3.585021314707406e6,270807.40227387316,0.0,0.0,0.0,0.0
2149,3.585462314707406e6,272050.1594201041,0.0,0.0,0.0,0.0
2150,3.585903314707406e6,273292.91656633513,0.0,0.0,0.0,0.0
