Timestep,a_0,a_1,b
4,-51.99678734943835,-52.461334021941504,6.073788598749379e10
4,-47.17859604105253,-52.461514069505554,6.07222699582745e10
4,-50.561632185514,-52.46059229312235,6.073411137192101e10
4,-50.562401183111305,-52.46055803737331,6.073411012251009e10
4,-50.56501887427168,-52.45960355759757,6.073410431823996e10
4,-43.72912385943761,-52.45883137352895,6.071075372074422e10
4,-46.69224565219378,-52.45679909212305,6.072124349750033e10
5,-150.0,-150.0,2.39973015142872e10
5,0.0,0.0,4.100026896644949e10
5,-61.268422222597174,-53.24480375949405,5.140113039030407e10
5,-26.636142604118444,-52.873195577623726,5.0936895708593834e10
5,-52.483010929371574,-51.211342348144896,5.8020390463428154e10
5,0.0,-52.48301092937159,5.834982685308762e10
5,-55.4855849033448,-52.48301092937159,5.8327642141122826e10
