date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,0,902,G0957,Hydro,run_of_river,497,5.4,5.4,-5.4,100.0,0.0
2024-12-02,0,79,G0385,Gas,Combined_cycle,487,386.0,0.0,-39.59,0.0,93.16
2024-12-02,0,974,SLACK,Slack,Slack,29,999900.0,-0.0,-759.54,-0.0,1000.0
2024-12-02,0,507,G0174,Solar,PV,268,1.3,0.05,-0.05,100.0,0.0
2024-12-02,0,427,G0915,Wind,Onshore,1222,60.0,8.37,-8.37,100.0,0.18
2024-12-02,0,391,G0812,Wind,Onshore,1121,240.2,33.49,4.24,100.0,0.18
2024-12-02,0,534,G0248,Solar,PV,340,25.0,1.05,-1.05,100.0,0.0
2024-12-02,0,572,G0325,Solar,PV,408,183.8,7.75,-7.75,100.0,0.0
2024-12-02,0,8,G0567,Biomass,Biomass,731,30.0,30.0,8.76,100.0,85.42
2024-12-02,0,64,G0264,Gas,Combined_cycle,344,42.0,0.0,-0.19,0.0,93.16
2024-12-02,0,91,G0523,Gas,Combined_cycle,676,25.0,0.0,0.07,0.0,93.16
2024-12-02,0,922,G0008,Solar,Solar Thermal,9,49.9,2.1,-2.1,100.0,0.0
2024-12-02,0,726,G0683,Solar,PV,906,65.5,2.76,-2.76,100.0,0.0
2024-12-02,0,498,G0146,Solar,PV,221,20.6,0.87,-0.87,100.0,0.0
2024-12-02,0,156,G0042,Wind,Onshore,75,353.2,49.25,-49.25,100.0,0.18
2024-12-02,0,220,G0328,Wind,Onshore,413,60.0,8.37,-2.13,100.0,0.18
2024-12-02,0,22,G0004,Gas,Combined_cycle,7,389.0,0.0,-149.27,0.0,93.16
2024-12-02,0,878,G0933,Hydro,run_of_river,1194,2.32,2.32,0.23,100.0,0.0
2024-12-02,0,383,G0798,Wind,Onshore,1110,82.0,11.43,-11.43,100.0,0.18
2024-12-02,0,324,G0640,Wind,Onshore,848,280.0,39.04,2.67,100.0,0.18
2024-12-02,0,861,G0458,Hydro,reservoir,569,129.0,0.0,-69.71,0.0,0.0
2024-12-02,0,700,G0625,Solar,PV,832,2.0,0.08,-0.08,100.0,0.0
2024-12-02,0,490,G0126,Solar,PV,194,29.9,1.26,-1.26,100.0,0.0
2024-12-02,0,506,G0173,Solar,PV,266,379.3,15.99,0.03,100.0,0.0
2024-12-02,0,875,G0930,Hydro,run_of_river,1028,30.0,30.0,-1.69,100.0,0.0
2024-12-02,0,72,G0346,Gas,Combined_cycle,445,417.0,95.76,32.43,23.0,93.16
2024-12-02,0,860,G0444,Hydro,reservoir,548,243.0,0.0,-157.83,0.0,0.0
2024-12-02,0,667,G0558,Solar,PV,715,5.1,0.21,-0.21,100.0,0.0
2024-12-02,0,472,G0074,Solar,PV,131,23.4,0.99,0.99,100.0,0.0
2024-12-02,0,524,G0236,Solar,PV,325,59.0,2.49,-2.49,100.0,0.0
2024-12-02,0,767,G0796,Solar,PV,1106,52.6,2.22,-2.22,100.0,0.0
2024-12-02,0,145,G0014,Wind,Onshore,17,26.0,3.63,-3.63,100.0,0.18
2024-12-02,0,36,G0108,Gas,Combined_cycle,184,402.0,0.0,-24.29,0.0,93.16
2024-12-02,0,353,G0717,Wind,Onshore,961,13.0,1.81,1.81,100.0,0.18
2024-12-02,0,232,G0362,Wind,Onshore,462,124.0,17.29,-15.58,100.0,0.18
2024-12-02,0,407,G0869,Wind,Onshore,1171,114.0,15.9,-0.27,100.0,0.18
2024-12-02,0,54,G0211,Gas,Combined_cycle,300,50.0,0.0,-6.79,0.0,93.16
2024-12-02,0,724,G0680,Solar,PV,901,26.3,1.11,-1.11,100.0,0.0
2024-12-02,0,101,G0697,Gas,Combined_cycle,922,49.0,0.0,10.48,0.0,93.16
2024-12-02,0,792,G0842,Solar,PV,1148,2.6,0.11,-0.11,100.0,0.0
2024-12-02,0,715,G0665,Solar,PV,889,40.4,1.7,-1.7,100.0,0.0
2024-12-02,0,945,G0618,Solar,Solar Thermal,826,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,335,G0663,Wind,Onshore,888,184.0,25.66,0.14,100.0,0.18
2024-12-02,0,630,G0472,Solar,PV,606,16.8,0.71,-0.71,100.0,0.0
2024-12-02,0,168,G0097,Wind,Onshore,166,90.0,12.55,-7.8,100.0,0.18
2024-12-02,0,403,G0855,Wind,Onshore,1159,200.0,27.89,-27.89,100.0,0.18
2024-12-02,0,270,G0482,Wind,Onshore,622,32.0,4.46,-4.46,100.0,0.18
2024-12-02,0,476,G0082,Solar,PV,140,29.9,1.26,-1.26,100.0,0.0
2024-12-02,0,954,G0724,Solar,Solar Thermal,966,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,453,G0025,Solar,PV,49,41.4,1.75,-1.75,100.0,0.0
2024-12-02,0,883,G0938,Hydro,run_of_river,858,9.6,9.6,-9.6,100.0,0.0
2024-12-02,0,88,G0459,Gas,Combined_cycle,573,50.0,50.0,-42.18,100.0,93.16
2024-12-02,0,743,G0721,Solar,PV,965,4.8,0.2,-0.2,100.0,0.0
2024-12-02,0,77,G0379,Gas,Combined_cycle,475,387.0,0.0,-90.8,0.0,93.16
2024-12-02,0,596,G0374,Solar,PV,475,8.4,0.35,-0.0,100.0,0.0
2024-12-02,0,972,G0375,Gas,Combined_cycle,475,50.0,0.0,-1.61,0.0,93.16
2024-12-02,0,449,G0015,Solar,PV,23,3.2,0.13,-0.13,100.0,0.0
2024-12-02,0,387,G0805,Wind,Onshore,1115,19.0,2.65,-0.1,100.0,0.18
2024-12-02,0,620,G0426,Solar,PV,532,6.1,0.26,-0.26,100.0,0.0
2024-12-02,0,450,G0017,Solar,PV,25,91.8,3.87,-3.87,100.0,0.0
