date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,14,LS_ES01145,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01252,LoadShed,LoadShed,0.0
2024-07-08,14,G0598,Wind,Onshore,0.0
2024-07-08,14,G0539,Wind,Onshore,0.0
2024-07-08,14,G0446,Coal,Coal,0.0
2024-07-08,14,LS_ES01044,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00641,LoadShed,LoadShed,0.0
2024-07-08,14,G0030,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00349,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00869,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00388,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00145,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00516,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00037,LoadShed,LoadShed,0.0
2024-07-08,14,G0202,Gas,Gas_turbine,0.0
2024-07-08,14,LS_ES00212,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00306,LoadShed,LoadShed,0.0
2024-07-08,14,G0555,Wind,Onshore,0.0
2024-07-08,14,LS_ES01079,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00759,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00451,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00446,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00438,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00519,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00624,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00628,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00786,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00683,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01177,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00791,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01034,LoadShed,LoadShed,0.0
