date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,1043,LTGES0688b,920,487,23.28,-1.24,393.24,5.9
2024-07-08,0,2084,LTGES1381a,702,105,-19.56,16.55,393.24,6.5
2024-07-08,0,2011,LTGES1327a,142,679,29.04,3.36,393.24,7.4
2024-07-08,0,868,LTGES0588b,772,457,-5.23,5.91,1429.98,0.6
2024-07-08,0,2097,LTGES1389,1216,411,21.37,-10.08,393.24,6.0
2024-07-08,0,2025,LTGES1334b,1220,1186,-17.12,-1.99,393.24,4.4
2024-07-08,0,558,LTGES0386b,823,814,28.2,0.44,393.24,7.2
2024-07-08,0,1540,LTGES1014a,73,1033,19.11,-1.08,393.24,4.9
2024-07-08,0,1974,LTGES1298,659,463,56.1,17.81,393.24,15.0
2024-07-08,0,1938,LTGES1268b,415,1066,-0.05,-0.09,135.35,0.1
2024-07-08,0,871,LTGES0590b,277,952,107.4,-4.55,1429.98,7.5
2024-07-08,0,1615,LTGES1064b,24,296,61.59,1.24,393.24,15.7
2024-07-08,0,3,LTGES0002a,729,1086,-14.4,0.95,393.24,3.7
2024-07-08,0,545,LTGES0378b,333,34,-64.22,8.19,393.24,16.5
2024-07-08,0,81,LTGES0055a,87,88,-31.08,1.23,393.24,7.9
2024-07-08,0,1968,LTGES1293,658,1180,2.19,-1.51,393.24,0.7
2024-07-08,0,987,LTGES0658,478,84,27.89,-31.89,1429.98,3.0
2024-07-08,0,2202,TR_28414610,155,156,1905.9,-72.19,3000.0,63.6
2024-07-08,0,2276,TR_737e7f53,65,66,-21.21,19.39,160.0,18.0
2024-07-08,0,1516,LTGES0997,138,135,-29.09,-3.53,393.24,7.5
2024-07-08,0,964,LTGES0646,1079,475,-60.41,-0.94,393.24,15.4
2024-07-08,0,751,LTGES0519a,856,1138,0.08,-0.2,393.24,0.1
2024-07-08,0,2327,TR_f70b66d0,232,233,-7.76,1.94,160.0,5.0
2024-07-08,0,2163,LTGES1442,214,1195,42.38,8.15,393.24,11.0
2024-07-08,0,1070,LTGES0708a,924,175,-43.46,-5.89,393.24,11.2
2024-07-08,0,1169,LTGES0769a,420,225,53.36,-7.82,393.24,13.7
2024-07-08,0,1493,LTGES0982a,1021,1020,23.44,-0.37,393.24,6.0
2024-07-08,0,1019,LTGES0674d,909,911,-28.02,-0.95,393.24,7.1
