Node	Generator	Period	genInvCap
ES243	CoalCCS	2	0.0
ES243	GasCCGT	1	1.5107058941528152e-07
ES243	GasCCGT	2	3.365819888309157e-07
ES243	GasCCS	1	3.079966255929536e-05
ES243	GasCCS	2	2.2643264279363097e-08
ES243	GasOCGT	1	5.031944416501739e-07
ES243	GasOCGT	2	9.47886351466706e-06
ES243	Hydroregulated	1	1.3377626828514622e-06
ES243	Hydroregulated	2	1.5950449489639194e-06
ES243	Hydrorun-of-the-river	1	4.287227036218436
ES243	Hydrorun-of-the-river	2	6.281762452496993
ES243	Lignite	1	0.00011060250191366006
ES243	Lignite	2	1.9948069638813744e-05
ES243	Solar	1	1.1747619055313407e-06
ES243	Solar	2	3.6768450884401075e-05
ES243	Waste	1	0.0005195213157808481
ES243	Waste	2	5.693678810704754e-06
ES243	Windonshore	1	4935.5537428651105
ES243	Windonshore	2	854.1807258940964
ES300	BioCCS	1	0.001840825625164861
ES300	BioCCS	2	7.862171968368657e-08
ES300	CoalCCS	1	0.0
ES300	CoalCCS	2	0.0
ES300	GasCCGT	1	6.212871878574969e-08
ES300	GasCCGT	2	2.158412367033004e-06
ES300	GasCCS	1	3.110431685870845e-05
ES300	GasCCS	2	2.260143280356041e-08
ES300	GasOCGT	1	1.3470807936496515e-07
ES300	GasOCGT	2	1.1562320134929795e-06
ES300	Lignite	1	0.00011200710295540727
ES300	Lignite	2	1.898503221264192e-05
ES300	Solar	1	216.9052222939056
ES300	Solar	2	1.064218918260905e-05
ES300	Waste	1	0.0021802478673338356
ES300	Waste	2	1.9960770142212637e-06
ES300	Windonshore	1	5.263881490691347e-07
ES300	Windonshore	2	3.7906473466968665e-06
ES412	BioCCS	1	0.0004222029423273028
ES412	BioCCS	2	4.6269164708257916e-07
ES412	CoalCCS	1	0.0
ES412	CoalCCS	2	0.0
ES412	GasCCGT	1	1.8099862379550028e-07
ES412	GasCCGT	2	8.999380404318108e-07
ES412	GasCCS	1	3.074419810217225e-05
ES412	GasCCS	2	2.2400052255943448e-08
ES412	GasOCGT	1	1.0861499285448389e-07
ES412	GasOCGT	2	3.346485751293779e-07
ES412	Lignite	1	0.00011098228506564939
ES412	Lignite	2	1.9320373441423833e-05
ES412	Solar	1	1.9817684062672924e-06
ES412	Solar	2	2.2490452240302278e-06
ES412	Waste	1	0.0004968156232613684
ES412	Waste	2	2.3501345589497526e-06
ES412	Windonshore	1	8849.616598468507
ES412	Windonshore	2	268.26666886331367
ES413	Bio	1	1.4363675498048103e-06
ES413	Bio	2	6.353486479151743e-07
ES413	BioCCS	1	0.0007038844025806086
ES413	BioCCS	2	3.3402183458605707e-07
ES413	CoalCCS	1	0.0
ES413	CoalCCS	2	0.0
ES413	GasCCS	1	3.094136755128896e-05
ES413	GasCCS	2	2.251580966013148e-08
ES413	GasOCGT	1	3.4517750419975035e-07
ES413	GasOCGT	2	2.489714493902594e-08
ES413	Hydroregulated	1	8.852371138345916e-07
ES413	Hydroregulated	2	1.0260706739888888e-06
ES413	Hydrorun-of-the-river	1	1.2468985417513068e-06
