date,hour,load_mw,solar_mw,wind_mw,line_rating_factor,reliability_margin,cache_version,crossborder_split,fr_commercial_cap_mw,pt_commercial_cap_mw,base_emergency_mw,fr_import_mw,fr_export_mw,pt_import_mw,pt_export_mw,joint_scale
2024-08-20,10,33748.068123902915,31123.289583427784,9535.547878079671,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3812.719492815828,4858.931507915482,7273.127257554634,7275.992400316027,0.9979086631289665
2024-08-20,11,34334.582259318835,36255.268153438,10176.80891830136,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3797.275357519402,4864.022287620893,7273.271551803511,7276.65560416508,0.9980194272933685
2024-08-20,12,34142.062352273904,39381.86395484405,10791.031149147138,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3815.4555293068797,4864.016941491781,7271.629732638312,7278.255501466762,0.9980135214399083
2024-08-20,13,33338.4036705399,40255.45748456171,11571.20015499894,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3831.971765137899,4859.951278787868,7269.759618107687,7279.326942631503,0.9979037263373133
2024-08-20,14,32599.66449234429,38902.08105648053,12857.748679326487,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3838.6922579290494,4855.904851971366,7268.6374513756955,7279.3901405860515,0.9977583446031618
2024-08-20,15,32281.78278536314,34619.27969910291,13573.994099537016,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3827.292610451632,4853.324258320795,7267.966617246795,7279.417334857403,0.997669984127883
2024-08-20,16,32055.683824763877,28082.674199294488,14289.925389439222,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3827.111509629648,4850.699351487521,7267.264014241391,7279.436677261676,0.9975761868662654
2024-08-20,17,31962.78177659685,18630.805559238295,14938.510450260042,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3788.020899984225,4848.0117740099495,7266.612234230537,7279.44462488323,0.9974878053548446
2024-08-20,18,32044.490806912436,8003.214649740629,15643.483324970168,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3857.8511831021565,4845.100962250928,7265.3028241013135,7279.437634806441,0.9973071056926235
2024-08-20,19,33795.078798879,306.2662181173342,17080.070301534248,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3871.7885380489483,4853.334079489655,7271.528515560674,7274.464665431067,0.9974798242327815
2024-08-20,20,32636.601451254053,0.0,18016.89224988644,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3869.516750282902,4846.673100512685,7266.711531011936,7277.3325187509245,0.9972120201602707
2024-08-20,21,30624.096841563587,0.0,17766.191364314967,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3872.6503200132765,4832.999424672195,7259.78251771036,7279.559147237235,0.9965659567186214
2024-08-20,22,29137.66407089121,0.0,14076.890284934958,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3872.7670124930355,4819.94326888524,7255.341632228102,7279.686309182145,0.9959737323312704
2024-08-20,23,27416.177925338405,0.0,13408.118347117466,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3909.898362914651,4807.434341930695,7250.678354524712,7279.833579567141,0.9953537055429094
2024-08-21,0,25820.053579721814,0.0,12951.89522362806,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3904.4309994812356,4795.604302555608,7245.961758362045,7279.970125450759,0.9947248696265292
2024-08-21,1,24920.134944465346,0.0,12146.663508200934,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3919.5553240389163,4788.214823440409,7242.745287031601,7280.047112049939,0.9942938211851903
2024-08-21,2,24482.48794647371,0.0,12136.635044302906,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3926.7930815449618,4784.923387813778,7241.296495812637,7280.084552050285,0.9941000386656258
2024-08-21,3,24268.701305511033,0.0,12826.199589621006,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3930.299025341749,4783.9110543787565,7240.875772468018,7280.102841155314,0.9940447767154386
2024-08-21,4,24347.052430471158,0.0,13168.963320393357,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3929.0164327661473,4784.792728172314,7241.272720938135,7280.0961383419535,0.9940983560048737
2024-08-21,5,24007.903989572278,0.0,12692.307336406,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3934.5486275371704,4781.839898668941,7239.9670488583215,7280.12515194836,0.9939230692270317
2024-08-21,6,24296.683850139656,0.0,11919.889537434474,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3929.841265369291,4783.343738058518,7240.599006267952,7280.1004472934,0.9940064549228927
2024-08-21,7,25831.246597573263,3498.9397726190655,10624.142712679934,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3941.9713940124516,4796.509170226645,7247.691762914359,7279.969167905994,0.9949622336804609
2024-08-21,8,27022.18369696741,13923.236216668744,10862.702033883375,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3829.0440387474036,4811.292517755272,7255.671493579271,7279.867285142902,0.9960437590051548
2024-08-21,9,28170.587328526035,25016.126161845696,10634.496250640368,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3859.1225865740735,4823.528099969726,7261.3470530757495,7279.76904104992,0.9968094444992831
2024-08-21,10,28997.751347748093,33223.19658313507,7965.266867297259,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3860.772963011171,4830.020624750564,7264.325663786214,7279.69827849172,0.9972086496843595
2024-08-21,11,29922.294622277765,39713.39154773577,7706.383614062211,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3860.558793967361,4837.263847901694,7266.077946769485,7279.619185294056,0.9974383642437579
