Node,StorageType,Period,storPWInvCap_MW,storPWInstalledCap_MW,storENInvCap_MWh,storENInstalledCap_MWh,DiscountedInvestmentCostPWEN_EuroPerMWMWh,ExpectedAnnualDischargeVolume_GWh,ExpectedAnnualLossesChargeDischarge_GWh
ES522,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES522,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES522,Li-Ion_BESS,2020-2025,0.0002171388832650356,0.0002171388832650356,0.0004342777665300712,0.0004342777665300712,97.46760716629865,0.0006384657721382233,2.249204538173222e-05
ES522,Li-Ion_BESS,2025-2030,0.00634945463780516,0.006566584397162074,0.012698909275610511,0.013133168794324149,988.9427992443502,0.008804591996911111,0.0003101717797933543
ES523,HydroPumpStorage,2020-2025,3.4134300221921876e-06,2301.00000341343,4.547009676498331e-08,430635.67100004543,2.782990388465228,5005.715424216682,1056.7621451104897
ES523,HydroPumpStorage,2025-2030,2.45289086283837e-06,2301.000005857197,1.9978989130464847e-07,430635.6710002269,0.8804602704217293,5714.288367506112,1206.349766472165
ES523,Li-Ion_BESS,2020-2025,0.0002142762975542465,0.0002142762975542465,0.000428552595108493,0.000428552595108493,96.18267203471976,0.0006265076108582005,2.207077447591657e-05
ES523,Li-Ion_BESS,2025-2030,0.003651867907906316,0.0038661350815522816,0.007303735815812498,0.007732270163104563,568.7871915506455,0.005643279415517793,0.0001988037150721449
ES532,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES532,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES532,Li-Ion_BESS,2020-2025,0.0002201151883513709,0.0002201151883513709,0.0004402303767027418,0.0004402303767027418,98.803587763601,0.0006410121878025758,2.2581758908035982e-05
ES532,Li-Ion_BESS,2025-2030,0.008516213546781505,0.00873631961122456,0.017032427093562993,0.01747263922244912,1326.4206997828035,0.010814729607913005,0.0003809857756615141
ES611,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES611,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES611,Li-Ion_BESS,2020-2025,0.00023345944722899832,0.00023345944722899832,0.00046691889445799663,0.00046691889445799663,104.79345453758847,0.0006709557499956886,2.3636607833080352e-05
ES611,Li-Ion_BESS,2025-2030,504.9733779847935,504.9736114351168,1009.9467559695871,1009.9472228702336,78650815.61410746,456.18240923235317,16.07058842662766
ES612,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES612,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
