ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,IT,time,hour,dayofweek,month,EU
0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.728548566,0.483652804,0.389392133,02/08/2016 14:00,14,1,8,0.4611499669170593
0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.7154992,0.466165975,0.426460072,02/08/2016 15:00,15,1,8,0.4638215939097137
0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.733842177,0.50528715,0.463289631,02/08/2016 16:00,16,1,8,0.4680463219015279
0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.778160778,0.501326458,0.496781883,02/08/2016 17:00,17,1,8,0.4726096533311921
0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.788255571,0.541307028,0.498927294,02/08/2016 18:00,18,1,8,0.4626459066354329
0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.773236489,0.493106154,0.422765197,02/08/2016 19:00,19,1,8,0.4526067926731828
0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.740243752,0.504278295,0.378665077,02/08/2016 20:00,20,1,8,0.4436173197256582
0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.739505109,0.516907671,0.272943981,02/08/2016 21:00,21,1,8,0.4380865093972827
0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.763511018,0.558943317,0.21942789,02/08/2016 22:00,22,1,8,0.4238239610551511
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.764865198,0.58412734,0.190464839,02/08/2016 23:00,23,1,8,0.4195736824457327
0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.753908654,0.447371371,0.172109654,02/09/2016 00:00,0,4,9,0.4052127520840385
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.729410316,0.364794679,0.166388558,02/09/2016 01:00,1,4,9,0.3943438871498955
0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.709590053,0.300190562,0.164839094,02/09/2016 02:00,2,4,9,0.391376361189676
0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.692108827,0.301087322,0.160309893,02/09/2016 03:00,3,4,9,0.3952555415556009
0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.4845,0.69284747,0.279938721,0.170441001,02/09/2016 04:00,4,4,9,0.4080235804551491
0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.721531454,0.305832679,0.187365912,02/09/2016 05:00,5,4,9,0.4344659402728574
0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025,0.760802659,0.3560139,0.326579261,02/09/2016 06:00,6,4,9,0.4606945774596429
0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.780992244,0.452714569,0.436114422,02/09/2016 07:00,7,4,9,0.4626458097581944
0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.5425,0.78960975,0.553413294,0.448629321,02/09/2016 08:00,8,4,9,0.4672618578995695
0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.5475,0.80782962,0.568957142,0.372586412,02/09/2016 09:00,9,4,9,0.4678997802509954
0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.807952727,0.663602735,0.321573302,02/09/2016 10:00,10,4,9,0.4655099888825914
0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.817062662,0.667899712,0.28784267,02/09/2016 11:00,11,4,9,0.461493037889839
0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.825064631,0.553786945,0.264481526,02/09/2016 12:00,12,4,9,0.4591944759707959
0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.804136403,0.51503942,0.30238379,02/09/2016 13:00,13,4,9,0.4651968414307321
0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.5305,0.8006894,0.51541307,0.3340882,02/09/2016 14:00,14,4,9,0.4692042889859554
0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.793918503,0.47588088,0.408700834,02/09/2016 15:00,15,4,9,0.4722661767620134
0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.810168657,0.487725591,0.463051251,02/09/2016 16:00,16,4,9,0.4818080801185104
0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.836021174,0.53424504,0.512038141,02/09/2016 17:00,17,4,9,0.4869145054623713
0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.846608396,0.623173785,0.477353993,02/09/2016 18:00,18,4,9,0.4851692575862671
0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.823587345,0.666479842,0.427771156,02/09/2016 19:00,19,4,9,0.4722590713197692
0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.5405,0.78960975,0.548892127,0.309058403,02/09/2016 20:00,20,4,9,0.4614665028125627
0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.788994214,0.610245488,0.228486293,02/09/2016 21:00,21,4,9,0.456131243491312
0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.795518897,0.58494937,0.208700834,02/09/2016 22:00,22,4,9,0.4384596630718995
0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.784562354,0.511713933,0.198927294,02/09/2016 23:00,23,4,9,0.4216838530786978
0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.5145,0.774836883,0.463251504,0.188319428,02/10/2016 00:00,0,6,10,0.4140934695647106
0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.754277976,0.352053208,0.184743743,02/10/2016 01:00,1,6,10,0.4081842476737186
0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.5165,0.750830974,0.272166797,0.185697259,02/10/2016 02:00,2,6,10,0.4072934462560211
0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.743690755,0.274632889,0.184982122,02/10/2016 03:00,3,6,10,0.4085534259582067
0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.731749354,0.276613235,0.192371871,02/10/2016 04:00,4,6,10,0.4189151559905442
0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.758586729,0.295519934,0.214302741,02/10/2016 05:00,5,6,10,0.4526801308001961
0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.817678198,0.433471584,0.285578069,02/10/2016 06:00,6,6,10,0.4727814405504331
0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.83355903,0.47505885,0.369845054,02/10/2016 07:00,7,6,10,0.4754087641257954
0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.839468177,0.584762545,0.360309893,02/10/2016 08:00,8,6,10,0.4782510438497099
0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.836759818,0.574487165,0.325268176,02/10/2016 09:00,9,6,10,0.4696976315948325
0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.843284501,0.566229496,0.315733015,02/10/2016 10:00,10,6,10,0.4713672114328376
0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.5435,0.849686077,0.523670739,0.306912992,02/10/2016 11:00,11,6,10,0.4697521592966019
0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.839468177,0.549938348,0.294636472,02/10/2016 12:00,12,6,10,0.4709936201783897
0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.5615,0.823094916,0.509434667,0.332538737,02/10/2016 13:00,13,6,10,0.4779850745338491
0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.823094916,0.516309831,0.349702026,02/10/2016 14:00,14,6,10,0.4767251124672658
0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.824818417,0.579979823,0.40977354,02/10/2016 15:00,15,6,10,0.4776203224673961
0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.838360212,0.578784142,0.511203814,02/10/2016 16:00,16,6,10,0.4839104399181069
0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.854241044,0.600530583,0.567699642,02/10/2016 17:00,17,6,10,0.4947093158430175
0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.8841561,0.715390651,0.518235995,02/10/2016 18:00,18,6,10,0.488075290602128
0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.876277237,0.664536861,0.4318236,02/10/2016 19:00,19,6,10,0.4783880895749268
0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.6275,0.850178505,0.597802937,0.376281287,02/10/2016 20:00,20,6,10,0.467759716534714
0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.829865813,0.587452827,0.273778308,02/10/2016 21:00,21,6,10,0.4579552451790196
0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.812877016,0.524530135,0.24398093,02/10/2016 22:00,22,6,10,0.4481651180392381
0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.807337191,0.480663603,0.228009535,02/10/2016 23:00,23,6,10,0.4261829826641098
0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.794164717,0.449314352,0.206793802,02/11/2016 00:00,0,2,11,0.416391326371122
0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.566,0.76474209,0.390427082,0.19988081,02/11/2016 01:00,1,2,11,0.4015990389325605
0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.756370799,0.298621231,0.196543504,02/11/2016 02:00,2,2,11,0.4003873870960696
0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.752923797,0.276463775,0.196066746,02/11/2016 03:00,3,2,11,0.4021155418278436
0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.748491936,0.397713261,0.211442193,02/11/2016 04:00,4,2,11,0.414060899912535
0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.769050843,0.396181295,0.252085816,02/11/2016 05:00,5,2,11,0.4493081079242582
0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.823710452,0.498673542,0.370202622,02/11/2016 06:00,6,2,11,0.4689343899170639
0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.84685461,0.539177222,0.466388558,02/11/2016 07:00,7,2,11,0.4700795679879339
0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.847716361,0.655083511,0.471752086,02/11/2016 08:00,8,2,11,0.4728023325333425
0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.846239074,0.620745058,0.408939213,02/11/2016 09:00,9,2,11,0.4686195807399655
0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.852148221,0.589433173,0.32443385,02/11/2016 10:00,10,2,11,0.4593342293711642
0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.6305,0.861258156,0.555729926,0.3170441,02/11/2016 11:00,11,2,11,0.4561269914602858
0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.861381263,0.629563203,0.277115614,02/11/2016 12:00,12,2,11,0.4568754154412832
0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.835036317,0.6938684,0.273301549,02/11/2016 13:00,13,2,11,0.4613129312232294
0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.6295,0.827403669,0.661771849,0.31454112,02/11/2016 14:00,14,2,11,0.4652758323044082
0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.633,0.823956666,0.617232747,0.394636472,02/11/2016 15:00,15,2,11,0.4772771987469803
0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.6365,0.831219993,0.704031686,0.467342074,02/11/2016 16:00,16,2,11,0.4842764551574654
0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.6435,0.855225902,0.798154168,0.538617402,02/11/2016 17:00,17,2,11,0.4912469269541499
0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.884894743,0.837536898,0.548152563,02/11/2016 18:00,18,2,11,0.4866540895075841
0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.873322664,0.770317229,0.484147795,02/11/2016 19:00,19,2,11,0.4763645300570694
0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.848455004,0.727982663,0.39749702,02/11/2016 20:00,20,2,11,0.4640338718313303
0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.6225,0.834051459,0.721892165,0.265077473,02/11/2016 21:00,21,2,11,0.4597057526423044
0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.804628832,0.693457385,0.236829559,02/11/2016 22:00,22,2,11,0.4338844953913155
0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.802536009,0.592571834,0.218235995,02/11/2016 23:00,23,2,11,0.4065009241219741
0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.797119291,0.53461869,0.192967819,02/12/2016 00:00,0,4,12,0.3973211433251313
0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.77409824,0.404775249,0.183432658,02/12/2016 01:00,1,4,12,0.3869655707422874
0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.765111412,0.387848896,0.178307509,02/12/2016 02:00,2,4,12,0.383698734498997
0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.757601871,0.380861637,0.180095352,02/12/2016 03:00,3,4,12,0.3884409724663339
