date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,576,LTGES0399,340,825,11.57,-5.53,393.24,3.3
2024-07-08,0,584,LTGES0406a,271,346,-47.25,41.23,2859.96,2.2
2024-07-08,0,287,LTGES0208b,749,235,-96.27,48.38,2859.96,3.8
2024-07-08,0,213,LTGES0152b,177,182,-16.35,2.22,786.49,2.1
2024-07-08,0,474,LTGES0328a,763,765,12.41,-5.49,2859.96,0.5
2024-07-08,0,1734,LTGES1141b,954,993,12.87,-11.62,2859.96,0.6
2024-07-08,0,1959,LTGES1284,1163,426,11.59,-13.51,393.24,4.5
2024-07-08,0,1311,LTGES0862b,443,372,-48.72,-2.81,786.49,6.2
2024-07-08,0,356,LTGES0243,267,877,203.99,-27.1,1429.98,14.4
2024-07-08,0,265,LTGES0192,227,190,59.47,0.14,393.24,15.1
2024-07-08,0,215,LTGES0153b,813,767,-64.48,-1.48,786.49,8.2
