date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,2,356,LTGES0243,267,877,187.28,0.0,1429.98,13.1
2024-07-08,2,265,LTGES0192,227,190,20.67,0.0,393.24,5.3
2024-07-08,2,215,LTGES0153b,813,767,-65.82,0.0,786.49,8.4
2024-07-08,2,1023,LTGES0676b,903,143,-106.53,0.0,2859.96,3.7
2024-07-08,2,1696,LTGES1119a,20,1089,44.86,0.0,786.49,5.7
2024-07-08,2,443,LTGES0305a,307,706,50.74,0.0,786.49,6.5
2024-07-08,2,424,LTGES0291a,301,300,127.55,0.0,786.49,16.2
2024-07-08,2,154,LTGES0114a,142,146,-2.18,0.0,786.49,0.3
2024-07-08,2,1151,LTGES0759a,91,945,79.55,0.0,786.49,10.1
2024-07-08,2,2273,TR_07cc6fee,1006,1007,-66.24,0.0,160.0,41.4
2024-07-08,2,682,LTGES0469a,838,839,0.14,0.0,786.49,0.0
