date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,15,949,G0633,Solar,Solar Thermal,837,134.6,30.78,-2.08,100.0,0.0
2024-12-02,15,1071,LS_ES00115,LoadShed,LoadShed,115,60.68,-0.0,60.68,-0.0,10000.0
2024-12-02,15,999,LS_ES00001,LoadShed,LoadShed,1,25.72,-0.0,21.3,-0.0,10000.0
2024-12-02,15,671,G0562,Solar,PV,722,4.58,1.05,0.0,100.0,0.0
2024-12-02,15,812,G0883,Solar,PV,1192,221.56,50.66,16.65,100.0,0.0
2024-12-02,15,2029,LS_ES00897,LoadShed,LoadShed,888,4.35,-0.0,0.38,-0.0,10000.0
2024-12-02,15,1262,LS_ES01236,LoadShed,LoadShed,1215,2.32,-0.0,-0.78,-0.0,10000.0
2024-12-02,15,719,G0672,Solar,PV,896,209.98,48.01,15.77,100.0,0.0
2024-12-02,15,1409,LS_ES00217,LoadShed,LoadShed,214,31.73,-0.0,9.33,-0.0,10000.0
2024-12-02,15,1892,LS_ES00167,LoadShed,LoadShed,164,2.39,-0.0,2.38,-0.0,10000.0
2024-12-02,15,1569,LS_ES01130,LoadShed,LoadShed,1112,0.35,-0.0,0.01,-0.0,10000.0
2024-12-02,15,544,G0273,Solar,PV,356,166.64,38.1,7.64,100.0,0.0
2024-12-02,15,275,G0488,Wind,Onshore,633,985.82,69.96,0.28,100.0,0.18
2024-12-02,15,1707,LS_ES00628,LoadShed,LoadShed,622,1.25,-0.0,-1.23,-0.0,10000.0
2024-12-02,15,826,G0917,Solar,PV,1224,15.34,3.51,0.03,100.0,0.0
2024-12-02,15,1806,LS_ES01001,LoadShed,LoadShed,987,6.92,-0.0,4.65,-0.0,10000.0
2024-12-02,15,1934,LS_ES00477,LoadShed,LoadShed,474,65.92,-0.0,0.92,-0.0,10000.0
2024-12-02,15,940,G0495,Solar,Solar Thermal,639,134.34,30.72,9.89,100.0,0.0
2024-12-02,15,899,G0954,Hydro,run_of_river,1028,81.6,81.6,-2.22,100.0,0.0
2024-12-02,15,1664,LS_ES01056,LoadShed,LoadShed,1042,25.35,-0.0,4.93,-0.0,10000.0
2024-12-02,15,516,G0196,Solar,PV,287,125.72,28.75,0.05,100.0,0.0
2024-12-02,15,1536,LS_ES00061,LoadShed,LoadShed,61,3.82,-0.0,3.82,-0.0,10000.0
2024-12-02,15,286,G0514,Wind,Onshore,663,91.26,6.48,0.01,100.0,0.18
2024-12-02,15,1573,LS_ES01071,LoadShed,LoadShed,1057,12.74,-0.0,12.74,-0.0,10000.0
2024-12-02,15,2037,LS_ES00456,LoadShed,LoadShed,453,2.37,-0.0,2.37,-0.0,10000.0
2024-12-02,15,1451,LS_ES00380,LoadShed,LoadShed,377,3.95,-0.0,3.95,-0.0,10000.0
2024-12-02,15,1870,LS_ES00860,LoadShed,LoadShed,851,109.78,-0.0,64.4,-0.0,10000.0
2024-12-02,15,459,G0044,Solar,PV,76,66.23,15.14,4.97,100.0,0.0
2024-12-02,15,465,G0053,Solar,PV,87,175.52,40.14,0.65,100.0,0.0
2024-12-02,15,652,G0519,Solar,PV,670,3.77,0.86,0.0,100.0,0.0
2024-12-02,15,1012,LS_ES00035,LoadShed,LoadShed,35,14.48,-0.0,-14.48,-0.0,10000.0
2024-12-02,15,1128,LS_ES00367,LoadShed,LoadShed,364,42.86,-0.0,35.68,-0.0,10000.0
2024-12-02,15,779,G0822,Solar,PV,1128,131.91,30.16,-9.91,100.0,0.0
2024-12-02,15,308,G0580,Wind,Onshore,760,138.47,9.83,0.01,100.0,0.18
2024-12-02,15,110,G0802,Gas,Combined_cycle,1113,26.81,13.65,1.03,50.9,44.98
2024-12-02,15,1393,LS_ES00512,LoadShed,LoadShed,509,16.7,-0.0,9.31,-0.0,10000.0
2024-12-02,15,1146,LS_ES00072,LoadShed,LoadShed,72,69.8,-0.0,1.49,-0.0,10000.0
2024-12-02,15,1812,LS_ES00522,LoadShed,LoadShed,519,5.22,-0.0,0.11,-0.0,10000.0
