date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,11,LS_ES01010,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00222,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00597,LoadShed,LoadShed,0.0
2024-07-08,11,G0886,Solar,PV,0.0
2024-07-08,11,LS_ES00925,LoadShed,LoadShed,0.0
2024-07-08,11,G0340,Solar,PV,0.0
2024-07-08,11,G0020,Solar,PV,0.0
2024-07-08,11,G0674,Hydro,reservoir,0.0
2024-07-08,11,LS_ES00076,LoadShed,LoadShed,0.0
2024-07-08,11,G0110,Gas,Gas_turbine,0.0
2024-07-08,11,LS_ES00962,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00738,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00606,LoadShed,LoadShed,0.0
2024-07-08,11,G0713,Wind,Onshore,0.0
2024-07-08,11,G0767,Solar,Solar Thermal,0.0
2024-07-08,11,G0670,Wind,Onshore,0.0
2024-07-08,11,LS_ES00299,LoadShed,LoadShed,0.0
2024-07-08,11,G0573,Solar,PV,0.0
2024-07-08,11,LS_ES00510,LoadShed,LoadShed,0.0
2024-07-08,11,G0406,Solar,PV,0.0
2024-07-08,11,LS_ES00514,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01185,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01030,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00546,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00656,LoadShed,LoadShed,0.0
2024-07-08,11,G0761,Wind,Onshore,0.0
2024-07-08,11,G0254,Wind,Onshore,0.0
2024-07-08,11,G0372,Solar,PV,0.0
2024-07-08,11,G0496,Wind,Onshore,0.0
2024-07-08,11,LS_ES00247,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01085,LoadShed,LoadShed,0.0
2024-07-08,11,G0866,Solar,PV,0.0
2024-07-08,11,LS_ES00734,LoadShed,LoadShed,0.0
2024-07-08,11,G0345,Solar,PV,0.0
2024-07-08,11,LS_ES00535,LoadShed,LoadShed,0.0
2024-07-08,11,G0763,Solar,PV,0.0
2024-07-08,11,G0453,Wind,Onshore,0.0
2024-07-08,11,G0527,Gas,Gas_turbine,0.0
2024-07-08,11,LS_ES01161,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01149,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00607,LoadShed,LoadShed,0.0
2024-07-08,11,G0601,Solar,PV,0.0
2024-07-08,11,G0070,Hydro,pumped_storage,0.0
2024-07-08,11,LS_ES00275,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00044,LoadShed,LoadShed,0.0
2024-07-08,11,G0280,Hydro,reservoir,0.0
2024-07-08,11,G0266,Wind,Onshore,0.0
2024-07-08,11,LS_ES00631,LoadShed,LoadShed,0.0
2024-07-08,11,G0172,Gas,Combined_cycle,0.0
2024-07-08,11,G0972,Hydro,run_of_river,0.0
2024-07-08,11,LS_ES00937,LoadShed,LoadShed,0.0
2024-07-08,11,G0295,Wind,Onshore,0.0
2024-07-08,11,LS_ES00531,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00673,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01235,LoadShed,LoadShed,0.0
2024-07-08,11,G0393,Wind,Onshore,0.0
2024-07-08,11,G0274,Wind,Onshore,0.0
2024-07-08,11,LS_ES01226,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00048,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00449,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00908,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01252,LoadShed,LoadShed,0.0
